AREAGEOGRAFICA|CODICEISTITUTORIFERIMENTO|CODICESCUOLA|DENOMINAZIONEISTITUTORIFERIMENTO|DENOMINAZIONESCUOLA|DESCRIZIONECOMUNE|DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA|INDIRIZZOSCUOLA|PROVINCIA|REGIONE|ALUNNI|Tipo
NORD OVEST|CNIC81000D|CNEE81004P|ROBILANTE|VERNANTE - CAPOLUOGO|VERNANTE|SCUOLA PRIMARIA|VICOLO GAUDANA, 12|CUNEO|PIEMONTE|33.0|S
NORD OVEST|CNIC841005|CNEE841017|CHIUSA DI PESIO - PEVERAGNO|CHIUSA DI PESIO - CAPOLUOGO|CHIUSA DI PESIO|SCUOLA PRIMARIA|PIAZZA CARLO MAURO|CUNEO|PIEMONTE|154.0|S
NORD OVEST|CNIC841005|CNEE841028|CHIUSA DI PESIO - PEVERAGNO|CHIUSA P. -FRAZ.S. BARTOLOMEO|CHIUSA DI PESIO|SCUOLA PRIMARIA|Non Disponibile|CUNEO|PIEMONTE|39.0|S
NORD OVEST|CNIC85200G|CNIC85200G|SAVIGLIANO -PAPA GIOVANNI XXIII|SAVIGLIANO -PAPA GIOVANNI XXIII|SAVIGLIANO|ISTITUTO COMPRENSIVO|VICOLO S. EUSTACCHIO 18|CUNEO|PIEMONTE||
NORD OVEST|CNIC85300B|CNIC85300B|ALBA QUARTIERE MUSSOTTO E SX TA|ALBA QUARTIERE MUSSOTTO E SX TA|ALBA|ISTITUTO COMPRENSIVO|VIA C.ESARE DELPIANO, 5|CUNEO|PIEMONTE||
NORD OVEST|CNIC854007|CNIC854007|ALBA QUARTIERE PIAVE S.CASSIANO|ALBA QUARTIERE PIAVE S.CASSIANO|ALBA|ISTITUTO COMPRENSIVO|C.SO EUROPA,134|CUNEO|PIEMONTE||
NORD OVEST|CNIC855003|CNIC855003|ALBA QUARTIERE MORETTA|ALBA QUARTIERE MORETTA|ALBA|ISTITUTO COMPRENSIVO|VIA DE AMICIS N.1|CUNEO|PIEMONTE||
NORD OVEST|CNIC85600V|CNIC85600V|ALBA CENTRO STORICO|ALBA CENTRO STORICO|ALBA|ISTITUTO COMPRENSIVO|VIA BALBO, 8|CUNEO|PIEMONTE||
NORD OVEST|CNIC85700P|CNIC85700P|CUNEO-CORSO SOLERI|CUNEO-CORSO SOLERI|CUNEO|ISTITUTO COMPRENSIVO|CORSO MARCELLO SOLERI,1|CUNEO|PIEMONTE||
NORD OVEST|CNIC85900A|CNIC85900A|MONDOVI' 2|MONDOVI' 2|MONDOVI'|ISTITUTO COMPRENSIVO|VIA MATTEOTTI N. 9|CUNEO|PIEMONTE||
NORD OVEST|CNIC86000E|CNIC86000E|CUNEO VIALE ANGELI|CUNEO VIALE ANGELI|CUNEO|ISTITUTO COMPRENSIVO|VIALE ANGELI 82|CUNEO|PIEMONTE||
NORD OVEST|CNIC826003|CNAA826021|VENASCA-COSTIGLIOLE S.|SAMPEYRE-CAPOLUOGO|SAMPEYRE|SCUOLA INFANZIA|PIAZZA VITTORIA 40|CUNEO|PIEMONTE||
NORD OVEST|CNIC826003|CNAA826032|VENASCA-COSTIGLIOLE S.|VENASCA - CAPOLUOGO|VENASCA|SCUOLA INFANZIA|VENASCA - CAPOLUOGO|CUNEO|PIEMONTE||
NORD OVEST|CNIC83500T|CNIC83500T|SANFRONT -  PAESANA|SANFRONT -  PAESANA|SANFRONT|ISTITUTO COMPRENSIVO|CORSO      MARCONI             22|CUNEO|PIEMONTE||
NORD OVEST|CNIC86100A|CNIC86100A|CUNEO VIA SOBRERO|CUNEO VIA SOBRERO|CUNEO|ISTITUTO COMPRENSIVO|VIA SOBRERO, N. 14|CUNEO|PIEMONTE||
NORD OVEST|CNIS00200P|CNIS00200P|"""AIMONE CRAVETTA"""|"""AIMONE CRAVETTA"""|SAVIGLIANO|ISTITUTO SUPERIORE|CORSO ROMA 70|CUNEO|PIEMONTE||
NORD OVEST|CNIS00300E|CNIS00300E|"CUNEO - ""S.GRANDIS"""|"CUNEO - ""S.GRANDIS"""|CUNEO|ISTITUTO SUPERIORE|CORSO      IV NOVEMBRE 16|CUNEO|PIEMONTE||
NORD OVEST|CNIC818004|CNEE818038|SOMMARIVA PERNO|PIOBESI D'ALBA-CAPOLUOGO|PIOBESI D'ALBA|SCUOLA PRIMARIA|VIA COMUNITA' N.6|CUNEO|PIEMONTE|82.0|S
NORD OVEST|CNIC818004|CNEE818049|SOMMARIVA PERNO|SOMMARIVA PERNO CAPOLUOGO|SOMMARIVA PERNO|SCUOLA PRIMARIA|VIA S.GIOVANNI, 12|CUNEO|PIEMONTE|112.0|S
NORD OVEST|CNIC81900X|CNEE819012|LA MORRA|BAROLO-|BAROLO|SCUOLA PRIMARIA|VICOLO DEL POZZO 1|CUNEO|PIEMONTE|93.0|S
NORD OVEST|CNIC826003|CNAA826043|VENASCA-COSTIGLIOLE S.|COSTIGLIOLE SALUZZO-CAPOLUOGO|COSTIGLIOLE SALUZZO|SCUOLA INFANZIA|VIA VITTORIO VENETO|CUNEO|PIEMONTE||
NORD OVEST|CNIC82800P|CNAA82801G|"DRONERO ""G.GIOLITTI"""|ROCCABRUNA-FRAZ.TETTOROSSO|ROCCABRUNA|SCUOLA INFANZIA|VIA MISTRAL 19|CUNEO|PIEMONTE||
NORD OVEST|CNIC841005|CNEE841039|CHIUSA DI PESIO - PEVERAGNO|PEVERAGNO - CAPOLUOGO|PEVERAGNO|SCUOLA PRIMARIA|VIA PIAVE 21|CUNEO|PIEMONTE|163.0|S
NORD OVEST|CNIC841005|CNEE84104A|CHIUSA DI PESIO - PEVERAGNO|PEVERAGNO - FRAZ. S.LORENZO|PEVERAGNO|SCUOLA PRIMARIA|VIA CUNEO, 83 - FRAZ. S. LORENZO|CUNEO|PIEMONTE|73.0|S
NORD OVEST|CNIC84300R|CNEE84301V|CENTALLO-VILLAFALLETTO|CENTALLO - CAPOLUOGO|CENTALLO|SCUOLA PRIMARIA|VIALE  DELLE SCUOLE 8|CUNEO|PIEMONTE|297.0|S
NORD OVEST|CNIC81600C|CNAA816019|CORTEMILIA-SALICETO|PEZZOLO VALLE UZZONE-CAPOLUOGO|PEZZOLO VALLE UZZONE|SCUOLA INFANZIA|VIA IV NOVEMBRE 1|CUNEO|PIEMONTE||
NORD OVEST|CNIC81600C|CNAA81602A|CORTEMILIA-SALICETO|CORTEMILIA   CAPOLUOGO|CORTEMILIA|SCUOLA INFANZIA|VIA SALINO 1|CUNEO|PIEMONTE||
NORD OVEST|CNIC81600C|CNAA81603B|CORTEMILIA-SALICETO|CAMERANA-CONTRADA|CAMERANA|SCUOLA INFANZIA|VIA CESARE BATTISTI, 4|CUNEO|PIEMONTE||
NORD OVEST|CNMM161008|CNEE70202R|CPIA 6 CUNEO - SALUZZO|"SALUZZO ""CASA DI RECLUSIONE"""|SALUZZO|SCUOLA PRIMARIA|Non Disponibile|CUNEO|PIEMONTE||
NORD OVEST|CNIC81600C|CNAA81604C|CORTEMILIA-SALICETO|LEVICE-CAPOLUOGO|LEVICE|SCUOLA INFANZIA|VIA VITTORIO VENETO 16|CUNEO|PIEMONTE||
NORD OVEST|CNIC82300G|CNAA82302D|GOVONE|GOVONE|GOVONE|SCUOLA INFANZIA|LOCALITA' MARTORIANA 2/A|CUNEO|PIEMONTE||
NORD OVEST|CNIC82300G|CNAA82303E|GOVONE|MAGLIANO ALFIERI-FRAZ.S.ANTONIO|MAGLIANO ALFIERI|SCUOLA INFANZIA|VIA IV NOVEMBRE, 44 D|CUNEO|PIEMONTE||
NORD OVEST|CNIC82300G|CNAA82304G|GOVONE|SAN G.BENEDETTO COTTOLENGO|PRIOCCA|SCUOLA INFANZIA|CORSO REGINA MARGHERITA, 21|CUNEO|PIEMONTE||
NORD OVEST|CNIC83100E|CNEE83102N|MORETTA|MONASTEROLO SAVIGLIANO CAPOL.|MONASTEROLO DI SAVIGLIANO|SCUOLA PRIMARIA|VIA  PELLICO N. 1|CUNEO|PIEMONTE|81.0|S
NORD OVEST|CNIC83100E|CNEE83103P|MORETTA|VILLANOVA SOLARO - CAPOLUOGO|VILLANOVA SOLARO|SCUOLA PRIMARIA|P.ZZA VITTORIO EMANUELE N. 8|CUNEO|PIEMONTE|32.0|S
NORD OVEST|CNIC82300G|CNIC82300G|GOVONE|GOVONE|GOVONE|ISTITUTO COMPRENSIVO|PIAZZA ROMA 1|CUNEO|PIEMONTE||
NORD OVEST|CNIC82400B|CNIC82400B|SANTO STEFANO BELBO|SANTO STEFANO BELBO|SANTO STEFANO BELBO|ISTITUTO COMPRENSIVO|VIA MONTEGRAPPA 6|CUNEO|PIEMONTE||
NORD OVEST|CNIS019004|CNIS019004|"ALBA - ""L. EINAUDI"""|"ALBA - ""L. EINAUDI"""|ALBA|ISTITUTO SUPERIORE|VIA        P.  FERRERO 20|CUNEO|PIEMONTE||
NORD OVEST|CNIC833006|CNEE83303A|BARGE|BARGE-FRAZ.CROCERA|BARGE|SCUOLA PRIMARIA|VIA CUNEO 15/A|CUNEO|PIEMONTE|27.0|S
NORD OVEST|CNIC825007|CNIC825007|CHERASCO - S. TARICCO|CHERASCO - S. TARICCO|CHERASCO|ISTITUTO COMPRENSIVO|VIA BEATO AMEDEO, 18|CUNEO|PIEMONTE||
NORD OVEST|CNIC80200E|CNEE80201L|MOROZZO|BEINETTE - CAPOLUOGO|BEINETTE|SCUOLA PRIMARIA|VIA VITTORIO VENETO 9|CUNEO|PIEMONTE|188.0|S
NORD OVEST|CNIC80200E|CNEE80202N|MOROZZO|CASTELLETTO STURA - CAPOL.|CASTELLETTO STURA|SCUOLA PRIMARIA|VIA CUNEO 2|CUNEO|PIEMONTE|63.0|S
NORD OVEST|CNIC80200E|CNEE80203P|MOROZZO|MARGARITA-CAPOLUOGO|MARGARITA|SCUOLA PRIMARIA|PIAZZA MARCONI, 3|CUNEO|PIEMONTE|68.0|S
NORD OVEST|CNIC85000X|CNAA85002T|BUSCA GIOSUE CARDUCCI|BUSCA-FRAZ.CASTELLETTO|BUSCA|SCUOLA INFANZIA|Non Disponibile|CUNEO|PIEMONTE||
NORD OVEST|CNIC81000D|CNMM81002G|ROBILANTE|ROBILANTE SS ROCCAVIONE|ROCCAVIONE|SCUOLA PRIMO GRADO|PIAZZA DON G.B. CHESTA N. 4|CUNEO|PIEMONTE|57.0|S
NORD OVEST|CNIC81000D|CNMM81003L|ROBILANTE|ROBILANTE SS VERNANTE|VERNANTE|SCUOLA PRIMO GRADO|PIAZZA VERMENAGNA, 9|CUNEO|PIEMONTE|63.0|S
NORD OVEST|CNIC81000D|CNMM81004N|ROBILANTE|ROBILANTE SS VALDIERI|VALDIERI|SCUOLA PRIMO GRADO|PIAZZA DELLA RESISTENZA, 1|CUNEO|PIEMONTE|38.0|S
NORD OVEST|CNIC811009|CNMM81101A|SAN MICHELE MONDOVI'|SAN MICHELE MONDOVI'|SAN MICHELE MONDOVI'|SCUOLA PRIMO GRADO|VIA DELLE SCUOLE N.1|CUNEO|PIEMONTE|60.0|S
NORD OVEST|CNIC811009|CNMM81102B|SAN MICHELE MONDOVI'|S.MICHELE M.VI' SS VICOFORTE|VICOFORTE|SCUOLA PRIMO GRADO|VIA IMPIANTI SPORTIVI 4|CUNEO|PIEMONTE|112.0|S
NORD OVEST|CNIS021004|CNIS021004|"SALUZZO -  ""SOLERI-BERTONI"""|"SALUZZO -  ""SOLERI-BERTONI"""|SALUZZO|ISTITUTO SUPERIORE|VIA TRAVERSA DEL QUARTIERE, 2|CUNEO|PIEMONTE||
NORD OVEST|CNIS02200X|CNIS02200X|"ISTRUZIONE SUPERIORE  ""ARIMONDI-EULA"""|"ISTRUZIONE SUPERIORE  ""ARIMONDI-EULA"""|SAVIGLIANO|ISTITUTO SUPERIORE|PIAZZETTA  BARALIS 4/5|CUNEO|PIEMONTE||
NORD OVEST|CNIC83200A|CNEE83201C|"BAGNOLO P.TE ""B. FENOGLIO"""|BAGNOLO PIEMONTE-CAPOLUOGO|BAGNOLO PIEMONTE|SCUOLA PRIMARIA|VIA DON MILANI 9|CUNEO|PIEMONTE|246.0|S
NORD OVEST|CNIC846008|CNEE84605E|DOGLIANI|PIOZZO - CAPOLUOGO|PIOZZO|SCUOLA PRIMARIA|VIA LAZARIO N.20|CUNEO|PIEMONTE|42.0|S
NORD OVEST|CNIC811009|CNAA81105A|SAN MICHELE MONDOVI'|ROBURENT-FRAZ. S.GIACOMO|ROBURENT|SCUOLA INFANZIA|VIA  URANIO  N. 5|CUNEO|PIEMONTE||
NORD OVEST|CNIC812005|CNAA812012|VILLANOVA MONDOVI'|FRABOSA SOPRANA-CAPOLUOGO|FRABOSA SOPRANA|SCUOLA INFANZIA|VIA ROMA 15|CUNEO|PIEMONTE||
NORD OVEST|CNIC812005|CNAA812023|VILLANOVA MONDOVI'|VILLANOVA MONDOVI'-CAPOLUOGO|VILLANOVA MONDOVI'|SCUOLA INFANZIA|CORSO MARCONI|CUNEO|PIEMONTE||
NORD OVEST|CNIC812005|CNAA812034|VILLANOVA MONDOVI'|FRABOSA SOTTANA|FRABOSA SOTTANA|SCUOLA INFANZIA|VIA PIAVE|CUNEO|PIEMONTE||
NORD OVEST|CNIC812005|CNAA812045|VILLANOVA MONDOVI'|MONASTERO DI VASCO-CAPOLUOGO|MONASTERO DI VASCO|SCUOLA INFANZIA|VIA DON DHO|CUNEO|PIEMONTE||
NORD OVEST|CNIC813001|CNAA81302V|"CEVA ""A.MOMIGLIANO"""|SALE LANGHE-CAPOLUOGO|SALE DELLE LANGHE|SCUOLA INFANZIA|VIA ROMA|CUNEO|PIEMONTE||
NORD OVEST|CNIC813001|CNAA81303X|"CEVA ""A.MOMIGLIANO"""|CEVA-CAPOLUOGO|CEVA|SCUOLA INFANZIA|VIA   BOCCA|CUNEO|PIEMONTE||
NORD OVEST|CNIC83000P|CNAA83003N|"RACCONIGI ""B. MUZZONE"""|-|RACCONIGI|SCUOLA INFANZIA|PIAZZA IV NOVEMBRE|CUNEO|PIEMONTE||
NORD OVEST|CNIC83100E|CNAA83101B|MORETTA|CASALGRASSO-CAPOLUOGO|CASALGRASSO|SCUOLA INFANZIA|VIA TORINO N. 31|CUNEO|PIEMONTE||
NORD OVEST|CNIC84800X|CNEE848045|CUNEO - OLTRESTURA|"""P. BELLINO"" - ROATA ROSSI"|CUNEO|SCUOLA PRIMARIA|VIA DON BASSO N.33|CUNEO|PIEMONTE|71.0|S
NORD OVEST|CNIC84800X|CNEE848067|CUNEO - OLTRESTURA|"""M.POLO"" - CERIALDO"|CUNEO|SCUOLA PRIMARIA|VIA S.PIO X N. 11|CUNEO|PIEMONTE||
NORD OVEST|CNIC80800D|CNAA80805E|BORGO S. DALMAZZO|BORGO S.DALMAZZO-VIA MONTE ROSA|BORGO SAN DALMAZZO|SCUOLA INFANZIA|VIA MONTE ROSA, 2|CUNEO|PIEMONTE||
NORD OVEST|CNIC82400B|CNAA824018|SANTO STEFANO BELBO|COSSANO BELBO-CAPOLUOGO|COSSANO BELBO|SCUOLA INFANZIA|PIAZZA CAVOUR|CUNEO|PIEMONTE||
NORD OVEST|CNIC84800X|CNEE848078|CUNEO - OLTRESTURA|"""A. FRANK"" - CONFRERIA"|CUNEO|SCUOLA PRIMARIA|VIA VALLE MAIRA N. 134|CUNEO|PIEMONTE|94.0|S
NORD OVEST|CNIC80800D|CNAA80803C|BORGO S. DALMAZZO|BORGO S.DAL.-VIA GIOVANNI XXIII|BORGO SAN DALMAZZO|SCUOLA INFANZIA|VIA GIOVANNI XXIII, 3|CUNEO|PIEMONTE||
NORD OVEST|CNIC80800D|CNAA80804D|BORGO S. DALMAZZO|BORGO SAN DALMAZZO-TONELLO|BORGO SAN DALMAZZO|SCUOLA INFANZIA|VIA ASILO, 4|CUNEO|PIEMONTE||
NORD OVEST|CNIC84900Q|CNAA84906T|DIANO D'ALBA - CAPOLUOGO|GRINZANE CAVOUR|GRINZANE CAVOUR|SCUOLA INFANZIA|VIA DELL' ASILO, 32|CUNEO|PIEMONTE||
NORD OVEST|CNIC81000D|CNAA81001A|ROBILANTE|ROBILANTE  CAPOLUOGO|ROBILANTE|SCUOLA INFANZIA|VIA B.ARMAND,12|CUNEO|PIEMONTE||
NORD OVEST|CNIC81000D|CNAA81002B|ROBILANTE|ROCCAVIONE|ROCCAVIONE|SCUOLA INFANZIA|VIA DON G.B. CHESTA,6|CUNEO|PIEMONTE||
NORD OVEST|CNIC847004|CNEE847038|CUNEO - FRAZ. BORGO S. GIUSEPPE|CUNEO-FRAZ.MADONNA GRAZIE|CUNEO|SCUOLA PRIMARIA|VIA CAPPA,20|CUNEO|PIEMONTE|90.0|S
NORD OVEST|CNIC82400B|CNAA824029|SANTO STEFANO BELBO|CASTIGLIONE TINELLA (CAP.)|CASTIGLIONE TINELLA|SCUOLA INFANZIA|VIA CIRCONVALLAZIONE|CUNEO|PIEMONTE||
NORD OVEST|CNIC82400B|CNAA82403A|SANTO STEFANO BELBO|S.STEFANO BELBO|SANTO STEFANO BELBO|SCUOLA INFANZIA|VIA F.PISTONE|CUNEO|PIEMONTE||
NORD OVEST|CNIC825007|CNAA825014|CHERASCO - S. TARICCO|CHERASCO-FRAZ.BRICCO|CHERASCO|SCUOLA INFANZIA|VIA FOSSANO N.2BIS|CUNEO|PIEMONTE||
NORD OVEST|CNIC825007|CNAA825025|CHERASCO - S. TARICCO|CHERASCO - CAPOLUOGO|CHERASCO|SCUOLA INFANZIA|VIALESALMATORIS N.21|CUNEO|PIEMONTE||
NORD OVEST|CNIC82200Q|CNEE82203X|CANALE|VEZZA D'ALBA-CAPOLUOGO|VEZZA D'ALBA|SCUOLA PRIMARIA|PIAZZA SAN CARLO N.1    BIS|CUNEO|PIEMONTE|105.0|S
NORD OVEST|CNIC85000X|CNAA85001R|BUSCA GIOSUE CARDUCCI|BUSCA-CAPOLUOGO|BUSCA|SCUOLA INFANZIA|VIA PES DI VILLAMARINA|CUNEO|PIEMONTE||
NORD OVEST|CNIC813001|CNAA813041|"CEVA ""A.MOMIGLIANO"""|LESEGNO-CAPOLUOGO|LESEGNO|SCUOLA INFANZIA|VIA VIARIS 5|CUNEO|PIEMONTE||
NORD OVEST|CNIC813001|CNAA813052|"CEVA ""A.MOMIGLIANO"""|MOMBASIGLIO-CAPOLUOGO|MOMBASIGLIO|SCUOLA INFANZIA|P.ZA MUNICIPIO 1|CUNEO|PIEMONTE||
NORD OVEST|CNIC82100X|CNAA82101R|MONTA'|MONTA'-CAPOLUOGO|MONTA'|SCUOLA INFANZIA|C.SO A. DE GASPERI 13|CUNEO|PIEMONTE||
NORD OVEST|CNIC82100X|CNAA82102T|MONTA'|SANTO STEFANO ROERO|SANTO STEFANO ROERO|SCUOLA INFANZIA|VIA CAPOLUOGO 3|CUNEO|PIEMONTE||
NORD OVEST|CNIC82100X|CNAA82103V|MONTA'|MONTA'-FR. SAN ROCCO|MONTA'|SCUOLA INFANZIA|FR. SAN ROCCO, 43|CUNEO|PIEMONTE||
NORD OVEST|CNIC82200Q|CNEE822041|CANALE|MONTEU ROERO-CAPOLUOGO|MONTEU ROERO|SCUOLA PRIMARIA|PIAZZA ROMA 5/B|CUNEO|PIEMONTE|44.0|S
NORD OVEST|CNIC82300G|CNEE82301N|GOVONE|SUOR TECLA MERLO|CASTAGNITO|SCUOLA PRIMARIA|VIA LAVANDARO 11|CUNEO|PIEMONTE|84.0|S
NORD OVEST|CNIC82300G|CNEE82302P|GOVONE|CASTELLINALDO - CAPOLUOGO|CASTELLINALDO|SCUOLA PRIMARIA|VIA GUGLIELMO MARCONI, 7|CUNEO|PIEMONTE|27.0|S
NORD OVEST|CNIC840009|CNEE84001B|CERVASCA|CERVASCA - CAPOLUOGO|CERVASCA|SCUOLA PRIMARIA|PIAZZA BERNARDI, 10|CUNEO|PIEMONTE|91.0|S
NORD OVEST|CNIC840009|CNEE84002C|CERVASCA|CERVASCA - FRAZ. S. CROCE|CERVASCA|SCUOLA PRIMARIA|VIA VIGNOLO,115|CUNEO|PIEMONTE|65.0|S
NORD OVEST|CNIC82200Q|CNAA82201L|CANALE|MONTALDO ROERO-CAPOLUOGO|MONTALDO ROERO|SCUOLA INFANZIA|VIA ROMA 58|CUNEO|PIEMONTE||
NORD OVEST|CNIC82200Q|CNAA82202N|CANALE|CANALE  CAPOLUOGO|CANALE|SCUOLA INFANZIA|VIALE DEL PESCO 8|CUNEO|PIEMONTE||
NORD OVEST|CNIC82200Q|CNAA82203P|CANALE|MONTEU ROERO-CAPOLUOGO|MONTEU ROERO|SCUOLA INFANZIA|PIAZZA ROMA 5/B|CUNEO|PIEMONTE||
NORD OVEST|CNIC847004|CNAA847011|CUNEO - FRAZ. BORGO S. GIUSEPPE|CUNEO-FRAZ.BOMBONINA|CUNEO|SCUOLA INFANZIA|VIA TETTO SACCHETTO, 9|CUNEO|PIEMONTE||
NORD OVEST|CNIC847004|CNAA847022|CUNEO - FRAZ. BORGO S. GIUSEPPE|CUNEO-FRAZ.TETTO CANALE|CUNEO|SCUOLA INFANZIA|VIA MONEA OLTREGESSO,75|CUNEO|PIEMONTE||
NORD OVEST|CNIC84800X|CNAA84801R|CUNEO - OLTRESTURA|"""C. COLLODI"" - CERIALDO"|CUNEO|SCUOLA INFANZIA|VIA CITTADELLA, 10|CUNEO|PIEMONTE||
NORD OVEST|CNIC85800E|CNEE85801L|MONDOVI' 1|MONDOVI' BREO TRIGARI|MONDOVI'|SCUOLA PRIMARIA|VIA G. MANESSERO 8|CUNEO|PIEMONTE|120.0|S
NORD OVEST|CNIC85800E|CNEE85802N|MONDOVI' 1|MONDOVI' CAPOL. BORGO FERRONE|MONDOVI'|SCUOLA PRIMARIA|CORSO ALPI N.48|CUNEO|PIEMONTE|160.0|S
NORD OVEST|CNIC85800E|CNEE85803P|MONDOVI' 1|MONDOVI' - CAP. PIAZZA|MONDOVI'|SCUOLA PRIMARIA|VIA VICO, 56|CUNEO|PIEMONTE|108.0|S
NORD OVEST|CNIC81000D|CNAA81003C|ROBILANTE|ENTRACQUE CAPOLUOGO|ENTRACQUE|SCUOLA INFANZIA|VIA ANGELO BARALE, 2 A|CUNEO|PIEMONTE||
NORD OVEST|CNIC81000D|CNAA81004D|ROBILANTE|VALDIERI-FRAZ. ANDONNO|VALDIERI|SCUOLA INFANZIA|VIA G. ROSSO, 2 BIS|CUNEO|PIEMONTE||
NORD OVEST|CNMM161008|CNMM161008|CPIA 6 CUNEO - SALUZZO|CPIA 6 CUNEO - SALUZZO|CUNEO|SCUOLA PRIMO GRADO|VIA BARBAROUX  7|CUNEO|PIEMONTE||
NORD OVEST|CNMM162004|CNMM162004|CPIA 2 ALBA - MONDOVI'|CPIA 2 ALBA - MONDOVI'|ALBA|SCUOLA PRIMO GRADO|VIA ACCADEMIA, 6|CUNEO|PIEMONTE||
NORD OVEST|CNIC81400R|CNAA81407X|BOSSOLASCO-MURAZZANO|MURAZZANO-CAPOLUOGO|MURAZZANO|SCUOLA INFANZIA|VIA CELESTINO D'ASTE|CUNEO|PIEMONTE||
NORD OVEST|CNIC847004|CNEE847016|CUNEO - FRAZ. BORGO S. GIUSEPPE|CUNEO-FRAZ.BORGO S.GIUSEPPE|CUNEO|SCUOLA PRIMARIA|VIA S. CRISTOFORO 25|CUNEO|PIEMONTE|125.0|S
NORD OVEST|CNIC847004|CNEE847027|CUNEO - FRAZ. BORGO S. GIUSEPPE|CUNEO-FRAZ.BOMBONINA|CUNEO|SCUOLA PRIMARIA|VIA CASTELLETTO STURA,272|CUNEO|PIEMONTE|55.0|S
NORD OVEST|CNIC82800P|CNEE828062|"DRONERO ""G.GIOLITTI"""|SAN DAMIANO MACRA - CAPOL.|SAN DAMIANO MACRA|SCUOLA PRIMARIA|SAN DAMIANO MACRA|CUNEO|PIEMONTE|20.0|S
NORD OVEST|CNIC82100X|CNEE821012|MONTA'|MONTA' - CAPOLUOGO|MONTA'|SCUOLA PRIMARIA|VIA ROMA  N. 18|CUNEO|PIEMONTE|210.0|S
NORD OVEST|CNIC80200E|CNMM80201G|MOROZZO|"MOROZZO ""V. PEYRONE"""|MOROZZO|SCUOLA PRIMO GRADO|VIA LUCIANO EULA N. 8|CUNEO|PIEMONTE|124.0|S
NORD OVEST|CNIC82800P|CNEE828073|"DRONERO ""G.GIOLITTI"""|VILLAR SAN COSTANZO - CAPOL.|VILLAR SAN COSTANZO|SCUOLA PRIMARIA|LOC.VILLAR SC|CUNEO|PIEMONTE|75.0|S
NORD OVEST|CNIC83000P|CNEE83002T|"RACCONIGI ""B. MUZZONE"""|RACCONIGI-A.MORO CADUTI VIA FAN|RACCONIGI|SCUOLA PRIMARIA|VIA FERRUCCIO TON N.3|CUNEO|PIEMONTE|457.0|S
NORD OVEST|CNIC83100E|CNEE83101L|MORETTA|CASALGRASSO - CAPOLUOGO|CASALGRASSO|SCUOLA PRIMARIA|VIA MONS. ROSTAGNO, 2|CUNEO|PIEMONTE|84.0|S
NORD OVEST|CNIC85100Q|CNEE85101T|SAVIGLIANO S. SANTAROSA|SAVIGLIANO- SANTORRE SANTAROSA|SAVIGLIANO|SCUOLA PRIMARIA|VIA A. FERRERI, 9|CUNEO|PIEMONTE|529.0|S
NORD OVEST|CNIC85100Q|CNEE85102V|SAVIGLIANO S. SANTAROSA|SAVIGLIANO - FRAZ. LEVALDIGI|SAVIGLIANO|SCUOLA PRIMARIA|VIA THOLOSAN 37|CUNEO|PIEMONTE|38.0|S
NORD OVEST|CNIC85200G|CNEE85201N|SAVIGLIANO -PAPA GIOVANNI XXIII|MARENE - CAPOLUOGO|MARENE|SCUOLA PRIMARIA|VIA R. GALVAGNO 19|CUNEO|PIEMONTE|169.0|S
NORD OVEST|CNIC85200G|CNEE85202P|SAVIGLIANO -PAPA GIOVANNI XXIII|SAVIGLIANO-B. PIEVE-GIOV.XXIII|SAVIGLIANO|SCUOLA PRIMARIA|VICOLO S. EUSTACCHIO, 18|CUNEO|PIEMONTE|431.0|S
NORD OVEST|CNIC83700D|CNAA83704D|NEIVE|NEIVE - CAPOLUOGO|NEIVE|SCUOLA INFANZIA|VIA CESARE PAVESE 3 B|CUNEO|PIEMONTE||
NORD OVEST|CNIC83700D|CNAA83705E|NEIVE|MANGO|MANGO|SCUOLA INFANZIA|VIA CIRCONVALLAZIONE 43|CUNEO|PIEMONTE||
NORD OVEST|CNMM162004|CNEE700014|CPIA 2 ALBA - MONDOVI'|"ALBA- ""CASA CIRCONDARIALE"""|ALBA|SCUOLA PRIMARIA|Non Disponibile|CUNEO|PIEMONTE||
NORD OVEST|CNMM161008|CNEE70101X|CPIA 6 CUNEO - SALUZZO|CUNEO-CARCERI GIUDIZIARIE|CUNEO|SCUOLA PRIMARIA|Non Disponibile|CUNEO|PIEMONTE||
NORD OVEST|CNMM161008|CNEE70201Q|CPIA 6 CUNEO - SALUZZO|"FOSSANO ""CASA DI RECLUSIONE"""|FOSSANO|SCUOLA PRIMARIA|Non Disponibile|CUNEO|PIEMONTE||
NORD OVEST|CNIC82100X|CNEE821023|MONTA'|MONTA' - FRAZ. S. ROCCO|MONTA'|SCUOLA PRIMARIA|MONTA'|CUNEO|PIEMONTE|29.0|S
NORD OVEST|CNIC82100X|CNEE821034|MONTA'|SANTO STEFANO ROERO - CAPOLUOGO|SANTO STEFANO ROERO|SCUOLA PRIMARIA|VIA CAPOLUOGO N. 3/A|CUNEO|PIEMONTE|38.0|S
NORD OVEST|CNIC833006|CNEE833018|BARGE|BARGE-CAPOLUOGO|BARGE|SCUOLA PRIMARIA|VIALE MAZZINI 2|CUNEO|PIEMONTE|274.0|S
