AREAGEOGRAFICA|CODICEISTITUTORIFERIMENTO|CODICESCUOLA|DENOMINAZIONESCUOLA|DESCRIZIONECOMUNE|DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA|INDIRIZZOSCUOLA|PROVINCIA|REGIONE|CODICEEDIFICIO|SIGLAPROVINCIA|STATOEDIFICIO|VINCOLIIDROGEOLOGICI|VINCOLIPAESAGGIO|EDIFICIOVETUSTO|VINCOLIZONASISMICA|PROGETTAZIONEANTISISMICA|USOSCOLASTICO|ALTRIUSI|ANNOCOSTRUZIONE|FASCIAETACOSTRUZIONE|ANNOADATTAMENTO|FASCIAETAADATTAMENTO|NUMEROPIANI|SPERFICIEAREATOTALE|SPERFICIEAREALIBERA|VOLUME|SPAZIDIDATTICI|AULAMAGNA|MENSA|PALESTRAPISCINA|SPAZIAMMINISTRATIVI|SCUOLABUS|TRASPORTIPUBBLICIURBANI|TRASPORTIPUBBLICIINTERURBANI|TRASPORTIFERROVIARI|MEZZIPRIVATI|TRASPORTODISABILI|Linea_finanziamento|COMUNE|FONTE|Data_aggiornamento_lavori|Data_inizio|Data_fine|ENTE_RICHIEDENTE|TIPOLOGIA_ENTE_RICHIEDENTE|COD_PRINC|OGGETTO_INTERVENTO|INFO_AGGIUNTIVE|LATITUDINE|LONGITUDINE|TIPO_INTERVENTO|STATO LAVORI|CUP|Importo totale opera|Finanziamento/ Provvedimento
NORD OVEST|CNIC840009|CNIC840009|CERVASCA|CERVASCA|ISTITUTO COMPRENSIVO|PIAZZA  BERNARDI|CUNEO|PIEMONTE|||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC841005|CNIC841005|CHIUSA DI PESIO - PEVERAGNO|CHIUSA DI PESIO|ISTITUTO COMPRENSIVO|VIA        CIRCONVALLAZ. VIGNA|CUNEO|PIEMONTE|||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC84300R|CNIC84300R|CENTALLO-VILLAFALLETTO|CENTALLO|ISTITUTO COMPRENSIVO|VIALE  DELLE SCUOLE N. 8|CUNEO|PIEMONTE|||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC83600N|CNAA83603L|SCUOLA INFANZIA  NUCETTO|NUCETTO|SCUOLA INFANZIA|VIA LUNGOTANARO 1|CUNEO|PIEMONTE|0041530001|CN|Attivo|NO|SI|NO|Non classificato a rischio|NO|SI|NO|1978|Informazione assente|-|Informazione assente|1.0|2.744,00|1.854,00|1.770,00|Esiste|Non Esiste|Esiste|Non Esiste|Non Esiste|SI|NO|SI|SI|SI|SI||||||||||||||||||
NORD OVEST|CNIS014001|CNIS014001|"SALUZZO - ""C. DENINA"""|SALUZZO|ISTITUTO SUPERIORE|VIA        DELLA CHIESA 17|CUNEO|PIEMONTE|||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIS01600L|CNIS01600L|"BRA - ""E. GUALA"""|BRA|ISTITUTO SUPERIORE|PIAZZA     ROMA 7|CUNEO|PIEMONTE|||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC826003|CNEE826059|SAMPEYRE - CAPOLUOGO|SAMPEYRE|SCUOLA PRIMARIA|Non Disponibile|CUNEO|PIEMONTE|0042050001|CN|Attivo|NO|NO|NO|Rischio bassa sismicità (S=6)|NO|SI|NO|-|dal 1976 in poi|-|Informazione assente|5.0|792,00|150,00|6.700,00|Esiste|Esiste|Esiste|Esiste|Esiste|SI|NO|SI|NO|SI|SI|Decreto Mutui BEI prima annualità - Decreto Interministeriale 23 gennaio 2015|Sampeyre|MIUR|2017-07-31|2016-06-21|2016-06-20|SAMPEYRE|COMUNE|CNIC826003|||44.580539|7.186201|Efficientamento energetico|Concluso|H34H15000480003|502000,0000|502000,0000
NORD OVEST|CNIC80600T|CNAA80605V|MAGLIANO ALPI|MAGLIANO ALPI|SCUOLA INFANZIA|VIA LANGHE, 111|CUNEO|PIEMONTE|0041140001|CN|Attivo|NO|NO|NO|Rischio bassa sismicità (S=6)|NO|SI|NO|1991|Informazione assente|-|Informazione assente|2.0|10.105,00|7.270,00|6.835,00|Esiste|Esiste|Esiste|Non Esiste|Non Esiste|SI|NO|SI|NO|SI|SI|Decreto Mutui BEI prima annualità - Decreto Interministeriale 23 gennaio 2015|Magliano Alpi|MIUR|2017-09-14|2016-07-04|2016-12-29|MAGLIANO ALPI|COMUNE|CNIC80600T|||44.459559999999996|7.801121000000001|Efficientamento energetico|Cantiere aperto|I21E15000200005|800000,0000|796000,0000
NORD OVEST|CNIC80600T|CNAA80605V|MAGLIANO ALPI|MAGLIANO ALPI|SCUOLA INFANZIA|VIA LANGHE, 111|CUNEO|PIEMONTE|0041140001|CN|Attivo|NO|NO|NO|Rischio bassa sismicità (S=6)|NO|SI|NO|1991|Informazione assente|-|Informazione assente|2.0|10.105,00|7.270,00|6.835,00|Esiste|Esiste|Esiste|Non Esiste|Non Esiste|SI|NO|SI|NO|SI|SI|#SBLOCCASCUOLE 2016 -  DPCM 27 aprile 2016|Magliano Alpi|Amministrazione comunale|2017-11-28|2016-07-04|2016-09-04|COMUNE di Magliano Alpi|COMUNE||||44.465676|7.822911|Adeguamento impiantistica e/o antincendio|Concluso|I24H15000420002|68000,0000|14211,6300
NORD OVEST|CNIC80600T|CNAA80605V|MAGLIANO ALPI|MAGLIANO ALPI|SCUOLA INFANZIA|VIA LANGHE, 111|CUNEO|PIEMONTE|0041140002|CN|Attivo|NO|NO|NO|Rischio bassa sismicità (S=6)|NO|SI|NO|2002|Informazione assente|-|Informazione assente|1.0|10.105,00|7.410,00|5.681,00|Non Esiste|Non Esiste|Non Esiste|Esiste|Non Esiste|SI|NO|SI|NO|SI|SI||||||||||||||||||
NORD OVEST|CNIC826003|CNEE82606A|VENASCA - CAPOLUOGO|VENASCA|SCUOLA PRIMARIA|Non Disponibile|CUNEO|PIEMONTE|0042370002|CN|Attivo|NO|SI|SI|Rischio bassa sismicità (S=6)|NO|SI|NO|1959|Informazione assente|-|Informazione assente|3.0|2.175,00|1.414,00|5.650,00|Esiste|Non Esiste|Non Esiste|Esiste|Esiste|SI|NO|SI|NO|SI|NO||||||||||||||||||
NORD OVEST|CNIC826003|CNEE82606A|VENASCA - CAPOLUOGO|VENASCA|SCUOLA PRIMARIA|Non Disponibile|CUNEO|PIEMONTE|0042370003|CN|Attivo|NO|SI|NO|Rischio bassa sismicità (S=6)|NO|SI|NO|1980|Informazione assente|-|Informazione assente|3.0|-|-|3.100,00|Esiste|Non Esiste|Non Esiste|Non Esiste|Non Esiste|SI|NO|SI|NO|NO|NO||||||||||||||||||
NORD OVEST|CNIC826003|CNEE82607B|PIASCO  - CAPOLUOGO|PIASCO|SCUOLA PRIMARIA|Non Disponibile|CUNEO|PIEMONTE|0041660001|CN|Attivo|NO|NO|SI|Rischio bassa sismicità (S=6)|NO|SI|NO|1928|Informazione assente|-|Informazione assente|4.0|2.200,00|1.835,00|4.850,00|Esiste|Non Esiste|Non Esiste|Non Esiste|Non Esiste|SI|SI|SI|NO|SI|SI||||||||||||||||||
NORD OVEST|CNIC826003|CNEE82610G|COSTIGLIOLE SALUZZO - CAPOL.|COSTIGLIOLE SALUZZO|SCUOLA PRIMARIA|PIAZZA VITTORIO EMANUELE II N 10|CUNEO|PIEMONTE|0040750003|CN|Attivo|NO|NO|NO|Rischio bassa sismicità (S=6)|NO|SI|NO|1970|Informazione assente|-|Informazione assente|3.0|3.200,00|1.760,00|12.028,00|Esiste|Non Esiste|Esiste|Esiste|Esiste|SI|SI|SI|NO|SI|NO|#SBLOCCASCUOLE 2016 -  DPCM 27 aprile 2016|Costigliole Saluzzo|Amministrazione comunale|2017-11-28|2016-09-09|2016-10-08|COMUNE di Costigliole Saluzzo|COMUNE||||44.565003000000004|7.4859979999999995|INSONORIZZAZIONE ACUSTICA|Concluso|C84H16001100004|10614,0000|10614,0000
NORD OVEST|CNIC82800P|CNEE82801R|ROCCABRUNA - LOC. TETTO ROSSO|ROCCABRUNA|SCUOLA PRIMARIA|VIA MISTRAL N. 15|CUNEO|PIEMONTE|0041870003|CN|Attivo|NO|NO|NO|Rischio bassa sismicità (S=6)|NO|SI|NO|1980|Informazione assente|-|Informazione assente|3.0|2.615,00|1.655,00|3.925,00|Non Esiste|Non Esiste|Esiste|Esiste|Non Esiste|SI|SI|NO|NO|SI|SI||||||||||||||||||
NORD OVEST|CNIC83600N|CNAA83604N|SCUOLA INFANZIA  GARESSIO|GARESSIO|SCUOLA INFANZIA|PIAZZA BALILLA|CUNEO|PIEMONTE|0040950002|CN|Attivo|NO|NO|SI|Non classificato a rischio|NO|SI|NO|1956|Informazione assente|-|Informazione assente|3.0|1.200,00|150,00|7.500,00|Esiste|Non Esiste|Esiste|Esiste|Esiste|SI|NO|NO|NO|SI|SI||||||||||||||||||
NORD OVEST|CNIC83700D|CNAA83702B|NEIVE - BORGONUOVO|NEIVE|SCUOLA INFANZIA|VIA C.PAVESE 3A|CUNEO|PIEMONTE|0041480002|CN|Attivo|SI|SI|NO|Non classificato a rischio|SI|SI|NO|1983|Informazione assente|-|Informazione assente|3.0|-|-|4.245,00|Esiste|Non Esiste|Esiste|Non Esiste|Non Esiste|SI|NO|SI|SI|SI|SI|Decreto Mutui BEI prima annualità - Decreto Interministeriale 23 gennaio 2015|Neive|MIUR|2017-07-31|2016-05-04|2016-10-31|NEIVE|COMUNE|CNIC83700D|||44.721357|8.120224|Efficientamento energetico|Concluso|E94E15000700001|740000,0000|680000,0000
NORD OVEST|CNIC83700D|CNAA83703C|TREISO|TREISO|SCUOLA INFANZIA|PIAZZA BARACCO|CUNEO|PIEMONTE|0042300003|CN|Attivo|SI|-|SI|Non classificato a rischio|NO|NO|SI|-|tra il 1900 e il 1920|-|prima del 1945|2.0|400,00|-|1.480,00|Esiste|Non Esiste|Non Esiste|Non Esiste|Non Esiste|SI|SI|SI|NO|SI|NO||||||||||||||||||
NORD OVEST|CNIC82800P|CNEE82802T|"DRONERO ""CAPOL. CENTRALE"""|DRONERO|SCUOLA PRIMARIA|PIAZZA MARCONI|CUNEO|PIEMONTE|0040820003|CN|Attivo|NO|NO|SI|Rischio bassa sismicità (S=6)|NO|SI|NO|1942|Informazione assente|-|Informazione assente|3.0|4.500,00|2.800,00|14.700,00|Esiste|Non Esiste|Non Comunicato|Esiste|Esiste|SI|SI|SI|NO|SI|NO||||||||||||||||||
NORD OVEST|CNIC82800P|CNEE82803V|"DRONERO  ""LOC. OLTREMAIRA"""|DRONERO|SCUOLA PRIMARIA|LOC.OLTREMAIRA|CUNEO|PIEMONTE|0040820001|CN|Attivo|NO|NO|NO|Rischio bassa sismicità (S=6)|NO|SI|NO|1964|Informazione assente|-|Informazione assente|3.0|2.900,00|1.974,00|7.200,00|Esiste|Non Esiste|Esiste|Esiste|Non Esiste|SI|SI|SI|NO|SI|NO||||||||||||||||||
NORD OVEST|CNIC82800P|CNEE82804X|DRONERO - FRAZ. PRATAVECCHIA|DRONERO|SCUOLA PRIMARIA|FRAZ.PRATAVECCHIA|CUNEO|PIEMONTE|0040820010|CN|Attivo|NO|NO|SI|Rischio bassa sismicità (S=6)|NO|SI|NO|1955|Informazione assente|-|Informazione assente|3.0|2.800,00|2.500,00|2.400,00|Esiste|Non Esiste|Esiste|Non Esiste|Non Esiste|SI|SI|SI|NO|SI|NO||||||||||||||||||
NORD OVEST|CNIC80700N|CNAA80701E|SALMOUR|SALMOUR|SCUOLA INFANZIA|PIAZZA DONATORI DI SANGUE N. 1|CUNEO|PIEMONTE|0042020001|CN|Attivo|NO|NO|SI|Non classificato a rischio|SI|NO|SI|-|tra il 1800 e il 1899|-|tra il 1946 e il 1975|2.0|1.076,00|598,00|3.250,00|Esiste|Non Esiste|Esiste|Non Esiste|Non Esiste|SI|NO|NO|NO|SI|NO||||||||||||||||||
NORD OVEST|CNIC80700N|CNAA80702G|SANT'ALBANO STURA|SANT'ALBANO STURA|SCUOLA INFANZIA|VIA MOROZZO|CUNEO|PIEMONTE|0042110002|CN|Attivo|NO|NO|SI|Non Comunicato|NO|SI|NO|1955|Informazione assente|-|Informazione assente|3.0|2.500,00|2.000,00|2.120,00|Esiste|Non Esiste|Non Comunicato|Non Comunicato|Non Esiste|SI|SI|NO|NO|SI|SI||||||||||||||||||
NORD OVEST|CNIC81900X|CNEE819023|NOVELLO - CAPOLUOGO|NOVELLO|SCUOLA PRIMARIA|VIA GIORDANO N. 61|CUNEO|PIEMONTE|0041520001|CN|Attivo|SI|NO|SI|Non classificato a rischio|NO|NO|SI|-|tra il 1800 e il 1899|-|prima del 1945|2.0|270,00|70,00|1.020,00|Esiste|Non Esiste|Non Esiste|Non Esiste|Non Esiste|SI|NO|SI|NO|SI|NO||||||||||||||||||
NORD OVEST|CNIC81900X|CNEE819023|NOVELLO - CAPOLUOGO|NOVELLO|SCUOLA PRIMARIA|VIA GIORDANO N. 61|CUNEO|PIEMONTE|0041520002|CN|Attivo|SI|NO|SI|Non classificato a rischio|NO|SI|NO|-|tra il 1921 e il 1945|-|Informazione assente|3.0|1.800,00|552,00|7.700,00|Esiste|Non Esiste|Esiste|Non Esiste|Non Esiste|SI|NO|SI|NO|SI|NO|#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Novello|Amministrazione Comunale|2017-12-15|2017-06-15|2017-09-15|COMUNE di Novello|COMUNE|CNIC81900X|||44.590363|7.927992999999999|Adeguamento antincendio|Cantiere aperto|D4417000010009|51200,0000|15200,0000
NORD OVEST|CNIC81900X|CNEE819023|NOVELLO - CAPOLUOGO|NOVELLO|SCUOLA PRIMARIA|VIA GIORDANO N. 61|CUNEO|PIEMONTE|0041520002|CN|Attivo|SI|NO|SI|Non classificato a rischio|NO|SI|NO|-|tra il 1921 e il 1945|-|Informazione assente|3.0|1.800,00|552,00|7.700,00|Esiste|Non Esiste|Esiste|Non Esiste|Non Esiste|SI|NO|SI|NO|SI|NO|#SBLOCCASCUOLE 2016 -  DPCM 27 aprile 2016|Novello|Amministrazione comunale|2017-11-28|2015-06-25|2015-08-31|COMUNE di Novello|COMUNE||||44.590369|7.927992999999999|Efficientamento energetico|Concluso|D46J15001880004|35000,0000|5713,1400
NORD OVEST|CNIC840009|CNEE84003D|CERVASCA - FRAZ. S. DEFENDENTE|CERVASCA|SCUOLA PRIMARIA|VIA DON BODINO, 7|CUNEO|PIEMONTE|0040640002|CN|Attivo|NO|NO|NO|Rischio bassa sismicità (S=6)|NO|SI|NO|1983|Informazione assente|-|Informazione assente|3.0|3.492,00|3.031,00|4.305,00|Esiste|Non Esiste|Esiste|Esiste|Non Esiste|SI|NO|NO|NO|NO|NO||||||||||||||||||
NORD OVEST|CNIC840009|CNEE84004E|VIGNOLO - CAPOLUOGO|VIGNOLO|SCUOLA PRIMARIA|PIAZZA GRANDE,1|CUNEO|PIEMONTE|0042430001|CN|Attivo|NO|NO|NO|Rischio bassa sismicità (S=6)|NO|SI|NO|-|tra il 1961 e il 1975|-|Informazione assente|2.0|2.178,00|1.008,00|7.043,00|Esiste|Non Esiste|Non Esiste|Esiste|Non Esiste|SI|NO|SI|NO|SI|SI||||||||||||||||||
NORD OVEST|CNIC81000D|CNEE81005Q|ENTRACQUE-CAPOLUOGO|ENTRACQUE|SCUOLA PRIMARIA|VIA ANGELO BARALE,2|CUNEO|PIEMONTE|0040840001|CN|Attivo|NO|SI|NO|Rischio bassa sismicità (S=6)|NO|SI|NO|1978|Informazione assente|-|Informazione assente|3.0|862,00|178,00|3.238,00|Esiste|Non Esiste|Esiste|Esiste|Non Esiste|SI|SI|NO|NO|NO|SI||||||||||||||||||
NORD OVEST|CNIC81000D|CNEE81006R|VALDIERI-CAPOLUOGO|VALDIERI|SCUOLA PRIMARIA|PIAZZA DELLA RESISTENZA,1|CUNEO|PIEMONTE|0042330005|CN|Attivo|NO|SI|NO|Rischio bassa sismicità (S=6)|NO|SI|NO|1967|Informazione assente|-|Informazione assente|3.0|818,00|100,00|3.193,00|Esiste|Non Esiste|Non Esiste|Esiste|Non Esiste|SI|NO|NO|NO|SI|SI||||||||||||||||||
NORD OVEST|CNIS00400A|CNIS00400A|"ALBA ""P. CILLARIO FERRERO"""|ALBA|ISTITUTO SUPERIORE|VIA        BALBO 8|CUNEO|PIEMONTE|||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC833006|CNAA833013|BARGE-CAPOLUOGO|BARGE|SCUOLA INFANZIA|VIA CAMPO SPORTIVO,20|CUNEO|PIEMONTE|0040120004|CN|Attivo|NO|NO|NO|Rischio bassa sismicità (S=6)|NO|SI|NO|1985|Informazione assente|-|Informazione assente|1.0|2.640,00|1.450,00|2.700,00|Esiste|Non Esiste|Esiste|Non Esiste|Non Esiste|NO|NO|SI|NO|SI|NO||||||||||||||||||
NORD OVEST|CNIC833006|CNAA833013|BARGE-CAPOLUOGO|BARGE|SCUOLA INFANZIA|VIA CAMPO SPORTIVO,20|CUNEO|PIEMONTE|0040120006|CN|Attivo|NO|NO|NO|Rischio bassa sismicità (S=6)|SI|SI|NO|2005|Informazione assente|-|Informazione assente|1.0|-|-|870,00|Esiste|Non Esiste|Non Esiste|Non Esiste|Non Esiste|NO|NO|SI|NO|SI|NO||||||||||||||||||
NORD OVEST|CNIC833006|CNAA833024|BARGE-FRAZ.S.MARTINO|BARGE|SCUOLA INFANZIA|VIA CROCETTA, 2|CUNEO|PIEMONTE|0040120003|CN|Attivo|NO|NO|NO|Rischio bassa sismicità (S=6)|NO|SI|NO|1974|Informazione assente|-|Informazione assente|3.0|1.014,00|798,00|2.672,00|Esiste|Non Esiste|Esiste|Non Esiste|Non Esiste|SI|NO|SI|NO|SI|NO||||||||||||||||||
NORD OVEST|CNIC833006|CNAA833035|BARGE - FRAZ. CROCERA|BARGE|SCUOLA INFANZIA|VIA CUNEO 15|CUNEO|PIEMONTE|0040120010|CN|Attivo|NO|NO|NO|Rischio bassa sismicità (S=6)|NO|SI|NO|1976|Informazione assente|-|Informazione assente|3.0|2.178,00|1.893,00|3.477,00|Esiste|Non Esiste|Esiste|Non Esiste|Non Esiste|SI|NO|SI|NO|SI|NO||||||||||||||||||
NORD OVEST|CNIC834002|CNAA83401V|ENVIE-CAPOLUOGO|ENVIE|SCUOLA INFANZIA|VIA CIRCONVALLAZIONE, 47|CUNEO|PIEMONTE|0040850003|CN|Attivo|NO|NO|NO|Non classificato a rischio|NO|SI|NO|1994|Informazione assente|-|Informazione assente|1.0|5.500,00|5.160,00|1.020,00|Esiste|Non Esiste|Esiste|Non Esiste|Non Esiste|SI|NO|SI|NO|SI|SI|Decreto Mutui BEI prima annualità - Decreto Interministeriale 23 gennaio 2015|Envie|MIUR|2017-07-31|2016-04-27|2017-06-21|ENVIE|COMUNE|CNIC834002|||44.680603000000005|7.373766000000001|Efficientamento energetico|Concluso|H91E15000310006|800000,0000|713768,5800
NORD OVEST|CNIC834002|CNAA83402X|REVELLO-CAPOLUOGO|REVELLO|SCUOLA INFANZIA|VIALE UMBERTO I, 31/A|CUNEO|PIEMONTE|0041800001|CN|Attivo|NO|NO|NO|Rischio bassa sismicità (S=6)|SI|SI|NO|1986|Informazione assente|-|Informazione assente|2.0|-|-|5.000,00|Esiste|Non Esiste|Esiste|Esiste|Non Esiste|SI|SI|SI|NO|SI|NO|#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Revello|Amministrazione Comunale|2017-12-15|2017-07-03|2017-07-28|COMUNE di Revello|COMUNE|CNIC834002|||44.653506|7.388427|Manutenzione|Cantiere aperto|E56J17000020004|47000,0000|47000,0000
NORD OVEST|CNIC83700D|CNEE83703N|"NEIVE-BORGONUOVO ""F.PICCINELLI"""|NEIVE|SCUOLA PRIMARIA|VIA SALVO D'ACQUISTO 7|CUNEO|PIEMONTE|0041480008|CN|Attivo|SI|SI|NO|Non classificato a rischio|NO|SI|NO|-|tra il 1961 e il 1975|-|Informazione assente|3.0|2.000,00|-|16.088,00|Esiste|Non Esiste|Non Esiste|Non Esiste|Non Esiste|SI|NO|SI|SI|SI|SI||||||||||||||||||
NORD OVEST|CNIC83700D|CNEE83704P|TREISO|TREISO|SCUOLA PRIMARIA|PIAZZA BARACCO|CUNEO|PIEMONTE|0042300001|CN|Attivo|SI|-|SI|Non Comunicato|-|NO|SI|-|tra il 1900 e il 1920|-|tra il 1946 e il 1975|1.0|1.454,00|-|750,00|Esiste|Non Esiste|Non Comunicato|Esiste|Non Esiste|SI|SI|SI|NO|SI|NO||||||||||||||||||
NORD OVEST|CNIC83700D|CNEE83704P|TREISO|TREISO|SCUOLA PRIMARIA|PIAZZA BARACCO|CUNEO|PIEMONTE|0042300002|CN|Attivo|SI|-|SI|Non classificato a rischio|NO|NO|SI|-|tra il 1900 e il 1920|-|tra il 1946 e il 1975|1.0|370,00|-|1.850,00|Non Esiste|Non Esiste|Non Esiste|Esiste|Non Esiste|SI|SI|NO|SI|SI|NO||||||||||||||||||
NORD OVEST|CNIC83700D|CNEE83705Q|MANGO|MANGO|SCUOLA PRIMARIA|VIA CIRCONVALLAZIONE 43|CUNEO|PIEMONTE|0041150002|CN|Attivo|NO|NO|NO|Non classificato a rischio|NO|SI|NO|1965|Informazione assente|-|Informazione assente|4.0|7.425,00|6.525,00|11.880,00|Esiste|Non Esiste|Esiste|Esiste|Esiste|SI|NO|SI|NO|SI|SI|#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Mango|Amministrazione Comunale|2017-09-30|2017-06-15|2017-08-31|COMUNE di Mango|COMUNE|CNIC83700D|||44.686246999999995|8.149448|Manutenzione|Concluso|D31E17000010004|26000,0000|26000,0000
NORD OVEST|CNIS00700T|CNIS00700T|"ALBA - ""G. GOVONE"""|ALBA|ISTITUTO SUPERIORE|VIA TEOBALDO CALISSANO 8|CUNEO|PIEMONTE|||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIS01100D|CNIS01100D|"CEVA - ""G. BARUFFI"""|CEVA|ISTITUTO SUPERIORE|PIAZZA     GALLIANO, 3|CUNEO|PIEMONTE|||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIS012009|CNIS012009|"ALBA - ""UMBERTO I"""|ALBA|ISTITUTO SUPERIORE|CORSO ENOTRIA N? 2|CUNEO|PIEMONTE|||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC83200A|CNEE83202D|BAGNOLO P.TE-FRAZ.VILLARETTO|BAGNOLO PIEMONTE|SCUOLA PRIMARIA|VIA VILLARETTO 60|CUNEO|PIEMONTE|0040090002|CN|Attivo|-|-|SI|Rischio sismicità medio/alta (S=9)|NO|NO|SI|-|prima del 1800|-|tra il 1946 e il 1975|4.0|544,00|202,00|2.167,00|Esiste|Non Esiste|Esiste|Non Esiste|Non Esiste|SI|NO|NO|NO|SI|NO||||||||||||||||||
NORD OVEST|CNIC83200A|CNEE83202D|BAGNOLO P.TE-FRAZ.VILLARETTO|BAGNOLO PIEMONTE|SCUOLA PRIMARIA|VIA VILLARETTO 60|CUNEO|PIEMONTE|0040090004|CN|Attivo|NO|NO|NO|Rischio sismicità medio/alta (S=9)|SI|SI|NO|2004|Informazione assente|-|Informazione assente|1.0|-|-|129,00|Non Esiste|Non Esiste|Esiste|Non Esiste|Non Esiste|SI|NO|NO|NO|SI|NO||||||||||||||||||
NORD OVEST|CNIC83100E|CNAA83102C|MORETTA INFANZIA|MORETTA|SCUOLA INFANZIA|VIA PALLIERI 18/A|CUNEO|PIEMONTE|0041430006|CN|Attivo|NO|NO|NO|Rischio bassa sismicità (S=6)|NO|SI|NO|1992|Informazione assente|-|Informazione assente|1.0|6.029,00|4.639,00|5.560,00|Esiste|Non Esiste|Esiste|Non Esiste|Non Esiste|NO|NO|NO|NO|SI|NO||||||||||||||||||
NORD OVEST|CNIC83100E|CNAA83103D|CARDE'|CARDE'|SCUOLA INFANZIA|VIA MORETTA 23|CUNEO|PIEMONTE|0040420001|CN|Attivo|NO|NO|NO|Rischio bassa sismicità (S=6)|SI|SI|NO|1968|Informazione assente|-|Informazione assente|4.0|3.630,00|2.910,00|3.837,00|Esiste|Non Esiste|Esiste|Non Esiste|Non Esiste|NO|NO|SI|NO|SI|NO||||||||||||||||||
NORD OVEST|CNIC809009|CNMM80901A|"BOVES ""A.VASSALLO"""|BOVES|SCUOLA PRIMO GRADO|VIA DON CAVALLERA N.14|CUNEO|PIEMONTE|0040280004|CN|Attivo|NO|NO|NO|Rischio bassa sismicità (S=6)|NO|SI|NO|1975|Informazione assente|-|Informazione assente|4.0|5.000,00|3.000,00|16.000,00|Non Esiste|Non Esiste|Esiste|Esiste|Non Esiste|SI|SI|SI|NO|SI|SI||||||||||||||||||
NORD OVEST|CNIC81000D|CNMM81001E|ROBILANTE|ROBILANTE|SCUOLA PRIMO GRADO|PIAZZA DELLA PACE  N. 8|CUNEO|PIEMONTE|0041850001|CN|Attivo|NO|NO|NO|Rischio bassa sismicità (S=6)|NO|SI|NO|-|dal 1976 in poi|-|Informazione assente|2.0|4.500,00|2.897,00|7.970,00|Esiste|Esiste|Esiste|Esiste|Esiste|SI|NO|NO|SI|SI|SI|#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Robilante|Amministrazione comunale|2017-12-15|2018-03-26|2018-08-31|Robilante|COMUNE||||44.293642|7.513375|Ristrutturazione|Start|H11E17000270002|158000,0000|35000,0000
NORD OVEST|CNIC81000D|CNMM81001E|ROBILANTE|ROBILANTE|SCUOLA PRIMO GRADO|PIAZZA DELLA PACE  N. 8|CUNEO|PIEMONTE|0041850001|CN|Attivo|NO|NO|NO|Rischio bassa sismicità (S=6)|NO|SI|NO|-|dal 1976 in poi|-|Informazione assente|2.0|4.500,00|2.897,00|7.970,00|Esiste|Esiste|Esiste|Esiste|Esiste|SI|NO|NO|SI|SI|SI|#SBLOCCASCUOLE 2016 -  DPCM 27 aprile 2016|Robilante|Amministrazione comunale|2017-11-28|2016-09-01|2017-09-20|COMUNE di Robilante|COMUNE|CNIC81000D|||44.293622|7.5133600000000005|Ampliamento/ sopraelevazione|Concluso|H11E16000370004|99950,0000|97354,1200
NORD OVEST|CNIS01700C|CNIS01700C|"FOSSANO -  ""G.VALLAURI"""|FOSSANO|ISTITUTO SUPERIORE|VIA S.MICHELE 68|CUNEO|PIEMONTE|||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC83200A|CNAA832017|SCUOLA DELL'INFANZIA E.PASQUET|BAGNOLO PIEMONTE|SCUOLA INFANZIA|VIA  A. DE GASPERI 3|CUNEO|PIEMONTE|0040090006|CN|Attivo|NO|NO|NO|Rischio sismicità medio/alta (S=9)|SI|SI|NO|2007|Informazione assente|-|Informazione assente|1.0|3.121,00|2.246,00|3.937,00|Esiste|Non Esiste|Esiste|Non Esiste|Non Esiste|SI|NO|NO|NO|SI|NO||||||||||||||||||
NORD OVEST|CNIC846008|CNIC846008|DOGLIANI|DOGLIANI|ISTITUTO COMPRENSIVO|VIA DOMENICO GHIGLIANO N.38|CUNEO|PIEMONTE|||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC82800P|CNAA82802L|DRONERO-CAPOLUOGO|DRONERO|SCUOLA INFANZIA|PIAZZA MARCONI N. 4/B|CUNEO|PIEMONTE|||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC82800P|CNAA82803N|VILLAR S.COSTANZO-MORRA|VILLAR SAN COSTANZO|SCUOLA INFANZIA|LOC. MORRA|CUNEO|PIEMONTE|0042470004|CN|Attivo|NO|SI|SI|Rischio bassa sismicità (S=6)|NO|NO|SI|1959|Informazione assente|-|tra il 1946 e il 1975|2.0|492,00|283,00|1.327,00|Esiste|Non Esiste|Esiste|Non Esiste|Non Esiste|SI|SI|NO|NO|SI|NO||||||||||||||||||
