AREAGEOGRAFICA|CODICEISTITUTORIFERIMENTO|CODICESCUOLA|DENOMINAZIONEISTITUTORIFERIMENTO|DENOMINAZIONESCUOLA|DESCRIZIONECOMUNE|DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA|INDIRIZZOSCUOLA|PROVINCIA|REGIONE|CODICEEDIFICIO|SIGLAPROVINCIA|STATOEDIFICIO|ANNOSCOLASTICO|VINCOLIIDROGEOLOGICI|VINCOLIPAESAGGIO|EDIFICIOVETUSTO|VINCOLIZONASISMICA|PROGETTAZIONEANTISISMICA|USOSCOLASTICO|ALTRIUSI|ANNOCOSTRUZIONE|FASCIAETACOSTRUZIONE|ANNOADATTAMENTO|FASCIAETAADATTAMENTO|NUMEROPIANI|SPERFICIEAREATOTALE|SPERFICIEAREALIBERA|VOLUME
NORD OVEST|CNIC80800D|CNMM80801E|BORGO S. DALMAZZO|"BORGO S. DALMAZZO ""GRANDIS"""|BORGO SAN DALMAZZO|SCUOLA PRIMO GRADO|PIAZZA DON RAIMONDO VIALE N. 9|CUNEO|PIEMONTE|0040250009|CN|Attivo|201516.0|NO|NO|NO|Rischio bassa sismicità (S=6)|NO|SI|NO|1964|Informazione assente|-|Informazione assente|5.0|1.600,00|470,00|20.284,00
NORD OVEST|CNIC83000P|CNAA83002L|"RACCONIGI ""B. MUZZONE"""|SALVO D'ACQUISTO|RACCONIGI|SCUOLA INFANZIA|CORSO REGINA ELENA 73|CUNEO|PIEMONTE|0041790005|CN|Attivo|201516.0|NO|NO|SI|Rischio bassa sismicità (S=6)|NO|NO|SI|1933|Informazione assente|1973|Informazione assente|3.0|5.294,00|4.345,00|5.290,00
NORD OVEST|CNIC80700N|CNAA80703L|BENE VAGIENNA|TRINITA'|TRINITA'|SCUOLA INFANZIA|VIA GUANELLA N. 1|CUNEO|PIEMONTE|0042320003|CN|Attivo|201516.0|NO|NO|SI|Non classificato a rischio|NO|SI|NO|-|tra il 1800 e il 1899|-|Informazione assente|4.0|3.500,00|2.500,00|6.640,00
NORD OVEST|CNIC80700N|CNAA80704N|BENE VAGIENNA|BENE VAGIENNA|BENE VAGIENNA|SCUOLA INFANZIA|VIA XX SETTEMBRE|CUNEO|PIEMONTE|0040190001|CN|Attivo|201516.0|SI|NO|SI|Non classificato a rischio|NO|NO|SI|-|prima del 1800|-|Dal 1976 in poi|3.0|1.028,00|463,00|4.576,00
NORD OVEST|CNIC826003|CNAA82601X|VENASCA-COSTIGLIOLE S.|BROSSASCO-CAPOLUOGO|BROSSASCO|SCUOLA INFANZIA|PIAZZA CHIARI 2|CUNEO|PIEMONTE|0040330001|CN|Attivo|201516.0|NO|NO|SI|Rischio bassa sismicità (S=6)|NO|SI|NO|1961|Informazione assente|-|Informazione assente|3.0|1.500,00|1.216,00|3.262,00
NORD OVEST|CNIC80200E|CNAA80202C|MOROZZO|CASTELLETTO STURA-CAPOLUOGO|CASTELLETTO STURA|SCUOLA INFANZIA|VIA CUNEO|CUNEO|PIEMONTE|0040490001|CN|Attivo|201516.0|NO|NO|SI|Non Comunicato|-|SI|NO|-|tra il 1921 e il 1945|-|Informazione assente|3.0|10.000,00|9.449,00|6.267,00
NORD OVEST|CNIC80200E|CNAA80203D|MOROZZO|MARGARITA|MARGARITA|SCUOLA INFANZIA|VIA GEN. R. VIGLIERO 6|CUNEO|PIEMONTE|0041180002|CN|Attivo|201516.0|NO|NO|NO|Non Comunicato|-|SI|NO|1994|Informazione assente|-|Informazione assente|1.0|2.160,00|1.749,00|2.160,00
NORD OVEST|CNIC80200E|CNAA80204E|MOROZZO|MOROZZO-CAPOLUOGO|MOROZZO|SCUOLA INFANZIA|VIA L. EULA|CUNEO|PIEMONTE|0041440001|CN|Attivo|201516.0|NO|NO|NO|Non Comunicato|NO|SI|NO|1995|Informazione assente|-|Informazione assente|1.0|1.800,00|1.100,00|2.100,00
NORD OVEST|CNIC80200E|CNAA80205G|MOROZZO|MONTANERA - CAPOLUOGO|MONTANERA|SCUOLA INFANZIA|VIA CAMPO SPORTIVO 3|CUNEO|PIEMONTE|0041360001|CN|Attivo|201516.0|SI|NO|NO|Non Comunicato|-|SI|NO|-|tra il 1946 e il 1960|-|Informazione assente|3.0|1.650,00|1.160,00|4.750,00
NORD OVEST|CNIC81000D|CNEE81004P|ROBILANTE|VERNANTE - CAPOLUOGO|VERNANTE|SCUOLA PRIMARIA|VICOLO GAUDANA, 12|CUNEO|PIEMONTE|0042390001|CN|Attivo|201516.0|NO|SI|NO|Rischio bassa sismicità (S=6)|NO|SI|NO|1963|Informazione assente|-|Informazione assente|3.0|1.676,00|1.230,00|2.910,00
NORD OVEST|CNIC841005|CNEE841017|CHIUSA DI PESIO - PEVERAGNO|CHIUSA DI PESIO - CAPOLUOGO|CHIUSA DI PESIO|SCUOLA PRIMARIA|PIAZZA CARLO MAURO|CUNEO|PIEMONTE|0040680002|CN|Attivo|201516.0|NO|NO|SI|Rischio bassa sismicità (S=6)|NO|SI|NO|1958|Informazione assente|-|Informazione assente|3.0|5.000,00|-|5.270,00
NORD OVEST|CNIC841005|CNEE841028|CHIUSA DI PESIO - PEVERAGNO|CHIUSA P. -FRAZ.S. BARTOLOMEO|CHIUSA DI PESIO|SCUOLA PRIMARIA|Non Disponibile|CUNEO|PIEMONTE|0040680005|CN|Attivo|201516.0|NO|NO|NO|Rischio bassa sismicità (S=6)|NO|SI|NO|-|tra il 1961 e il 1975|-|Informazione assente|2.0|600,00|336,00|1.132,00
NORD OVEST|CNIC85200G|CNIC85200G|SAVIGLIANO -PAPA GIOVANNI XXIII|SAVIGLIANO -PAPA GIOVANNI XXIII|SAVIGLIANO|ISTITUTO COMPRENSIVO|VICOLO S. EUSTACCHIO 18|CUNEO|PIEMONTE|||||||||||||||||||
NORD OVEST|CNIC85300B|CNIC85300B|ALBA QUARTIERE MUSSOTTO E SX TA|ALBA QUARTIERE MUSSOTTO E SX TA|ALBA|ISTITUTO COMPRENSIVO|VIA C.ESARE DELPIANO, 5|CUNEO|PIEMONTE|0040030033|CN|Attivo|201516.0|NO|NO|NO|Non classificato a rischio|SI|SI|NO|2009|Informazione assente|-|Informazione assente|1.0|3.720,00|2.310,00|7.150,00
NORD OVEST|CNIC854007|CNIC854007|ALBA QUARTIERE PIAVE S.CASSIANO|ALBA QUARTIERE PIAVE S.CASSIANO|ALBA|ISTITUTO COMPRENSIVO|C.SO EUROPA,134|CUNEO|PIEMONTE|||||||||||||||||||
NORD OVEST|CNIC855003|CNIC855003|ALBA QUARTIERE MORETTA|ALBA QUARTIERE MORETTA|ALBA|ISTITUTO COMPRENSIVO|VIA DE AMICIS N.1|CUNEO|PIEMONTE|||||||||||||||||||
NORD OVEST|CNIC85600V|CNIC85600V|ALBA CENTRO STORICO|ALBA CENTRO STORICO|ALBA|ISTITUTO COMPRENSIVO|VIA BALBO, 8|CUNEO|PIEMONTE|||||||||||||||||||
NORD OVEST|CNIC85700P|CNIC85700P|CUNEO-CORSO SOLERI|CUNEO-CORSO SOLERI|CUNEO|ISTITUTO COMPRENSIVO|CORSO MARCELLO SOLERI,1|CUNEO|PIEMONTE|||||||||||||||||||
NORD OVEST|CNIC85900A|CNIC85900A|MONDOVI' 2|MONDOVI' 2|MONDOVI'|ISTITUTO COMPRENSIVO|VIA MATTEOTTI N. 9|CUNEO|PIEMONTE|||||||||||||||||||
NORD OVEST|CNIC86000E|CNIC86000E|CUNEO VIALE ANGELI|CUNEO VIALE ANGELI|CUNEO|ISTITUTO COMPRENSIVO|VIALE ANGELI 82|CUNEO|PIEMONTE|||||||||||||||||||
NORD OVEST|CNIC826003|CNAA826021|VENASCA-COSTIGLIOLE S.|SAMPEYRE-CAPOLUOGO|SAMPEYRE|SCUOLA INFANZIA|PIAZZA VITTORIA 40|CUNEO|PIEMONTE|0042050002|CN|Attivo|201516.0|NO|NO|NO|Rischio bassa sismicità (S=6)|NO|SI|NO|-|dal 1976 in poi|-|Informazione assente|2.0|-|-|1.424,00
NORD OVEST|CNIC826003|CNAA826032|VENASCA-COSTIGLIOLE S.|VENASCA - CAPOLUOGO|VENASCA|SCUOLA INFANZIA|VENASCA - CAPOLUOGO|CUNEO|PIEMONTE|0042370001|CN|Attivo|201516.0|NO|NO|SI|Rischio bassa sismicità (S=6)|NO|NO|SI|-|tra il 1800 e il 1899|-|prima del 1945|1.0|557,00|94,00|786,00
NORD OVEST|CNIC826003|CNAA826032|VENASCA-COSTIGLIOLE S.|VENASCA - CAPOLUOGO|VENASCA|SCUOLA INFANZIA|VENASCA - CAPOLUOGO|CUNEO|PIEMONTE|0042370004|CN|Attivo|201516.0|NO|NO|NO|Rischio bassa sismicità (S=6)|NO|SI|NO|2004|Informazione assente|-|Informazione assente|1.0|-|-|620,00
NORD OVEST|CNIC83500T|CNIC83500T|SANFRONT -  PAESANA|SANFRONT -  PAESANA|SANFRONT|ISTITUTO COMPRENSIVO|CORSO      MARCONI             22|CUNEO|PIEMONTE|||||||||||||||||||
NORD OVEST|CNIC86100A|CNIC86100A|CUNEO VIA SOBRERO|CUNEO VIA SOBRERO|CUNEO|ISTITUTO COMPRENSIVO|VIA SOBRERO, N. 14|CUNEO|PIEMONTE|||||||||||||||||||
NORD OVEST|CNIS00200P|CNIS00200P|"""AIMONE CRAVETTA"""|"""AIMONE CRAVETTA"""|SAVIGLIANO|ISTITUTO SUPERIORE|CORSO ROMA 70|CUNEO|PIEMONTE|||||||||||||||||||
NORD OVEST|CNIS00300E|CNIS00300E|"CUNEO - ""S.GRANDIS"""|"CUNEO - ""S.GRANDIS"""|CUNEO|ISTITUTO SUPERIORE|CORSO      IV NOVEMBRE 16|CUNEO|PIEMONTE|||||||||||||||||||
NORD OVEST|CNIC818004|CNEE818038|SOMMARIVA PERNO|PIOBESI D'ALBA-CAPOLUOGO|PIOBESI D'ALBA|SCUOLA PRIMARIA|VIA COMUNITA' N.6|CUNEO|PIEMONTE|0041680002|CN|Attivo|201516.0|NO|NO|NO|Non classificato a rischio|NO|SI|NO|1995|Informazione assente|-|Informazione assente|3.0|3.400,00|1.993,00|3.410,00
NORD OVEST|CNIC818004|CNEE818049|SOMMARIVA PERNO|SOMMARIVA PERNO CAPOLUOGO|SOMMARIVA PERNO|SCUOLA PRIMARIA|VIA S.GIOVANNI, 12|CUNEO|PIEMONTE|0042230003|CN|Attivo|201516.0|SI|SI|NO|Non classificato a rischio|NO|SI|NO|1963|Informazione assente|-|Informazione assente|3.0|3.764,00|2.100,00|7.723,00
NORD OVEST|CNIC81900X|CNEE819012|LA MORRA|BAROLO-|BAROLO|SCUOLA PRIMARIA|VICOLO DEL POZZO 1|CUNEO|PIEMONTE|0040130002|CN|Attivo|201516.0|SI|NO|SI|Non classificato a rischio|NO|SI|NO|1959|Informazione assente|-|Informazione assente|4.0|1.074,00|524,00|4.770,00
NORD OVEST|CNIC826003|CNAA826043|VENASCA-COSTIGLIOLE S.|COSTIGLIOLE SALUZZO-CAPOLUOGO|COSTIGLIOLE SALUZZO|SCUOLA INFANZIA|VIA VITTORIO VENETO|CUNEO|PIEMONTE|0040750001|CN|Attivo|201516.0|NO|NO|NO|Rischio bassa sismicità (S=6)|NO|SI|NO|1999|Informazione assente|-|Informazione assente|2.0|2.825,00|2.225,00|1.583,00
NORD OVEST|CNIC826003|CNAA826043|VENASCA-COSTIGLIOLE S.|COSTIGLIOLE SALUZZO-CAPOLUOGO|COSTIGLIOLE SALUZZO|SCUOLA INFANZIA|VIA VITTORIO VENETO|CUNEO|PIEMONTE|0040750003|CN|Attivo|201516.0|NO|NO|NO|Rischio bassa sismicità (S=6)|NO|SI|NO|1970|Informazione assente|-|Informazione assente|3.0|3.200,00|1.760,00|12.028,00
NORD OVEST|CNIC82800P|CNAA82801G|"DRONERO ""G.GIOLITTI"""|ROCCABRUNA-FRAZ.TETTOROSSO|ROCCABRUNA|SCUOLA INFANZIA|VIA MISTRAL 19|CUNEO|PIEMONTE|0041870003|CN|Attivo|201516.0|NO|NO|NO|Rischio bassa sismicità (S=6)|NO|SI|NO|1980|Informazione assente|-|Informazione assente|3.0|2.615,00|1.655,00|3.925,00
NORD OVEST|CNIC841005|CNEE841039|CHIUSA DI PESIO - PEVERAGNO|PEVERAGNO - CAPOLUOGO|PEVERAGNO|SCUOLA PRIMARIA|VIA PIAVE 21|CUNEO|PIEMONTE|0041630001|CN|Attivo|201516.0|NO|NO|NO|Non classificato a rischio|NO|SI|NO|1975|Informazione assente|-|Informazione assente|4.0|5.600,00|3.487,00|21.130,00
NORD OVEST|CNIC841005|CNEE84104A|CHIUSA DI PESIO - PEVERAGNO|PEVERAGNO - FRAZ. S.LORENZO|PEVERAGNO|SCUOLA PRIMARIA|VIA CUNEO, 83 - FRAZ. S. LORENZO|CUNEO|PIEMONTE|0041630005|CN|Attivo|201516.0|NO|NO|SI|Rischio bassa sismicità (S=6)|NO|SI|NO|1900|Informazione assente|-|Informazione assente|4.0|600,00|327,00|1.377,00
NORD OVEST|CNIC84300R|CNEE84301V|CENTALLO-VILLAFALLETTO|CENTALLO - CAPOLUOGO|CENTALLO|SCUOLA PRIMARIA|VIALE  DELLE SCUOLE 8|CUNEO|PIEMONTE|0040610001|CN|Attivo|201516.0|NO|NO|NO|Non classificato a rischio|NO|SI|NO|1965|Informazione assente|-|Informazione assente|3.0|6.161,00|3.011,00|12.000,00
NORD OVEST|CNIC81600C|CNAA816019|CORTEMILIA-SALICETO|PEZZOLO VALLE UZZONE-CAPOLUOGO|PEZZOLO VALLE UZZONE|SCUOLA INFANZIA|VIA IV NOVEMBRE 1|CUNEO|PIEMONTE|0041640001|CN|Attivo|201516.0|NO|NO|SI|Non classificato a rischio|NO|NO|SI|-|tra il 1946 e il 1960|1968|Informazione assente|2.0|150,00|13,00|835,00
NORD OVEST|CNIC81600C|CNAA81602A|CORTEMILIA-SALICETO|CORTEMILIA   CAPOLUOGO|CORTEMILIA|SCUOLA INFANZIA|VIA SALINO 1|CUNEO|PIEMONTE|0040730001|CN|Attivo|201516.0|SI|NO|NO|Non classificato a rischio|NO|SI|NO|1980|Informazione assente|-|Informazione assente|3.0|3.290,00|2.334,00|8.555,00
NORD OVEST|CNIC81600C|CNAA81603B|CORTEMILIA-SALICETO|CAMERANA-CONTRADA|CAMERANA|SCUOLA INFANZIA|VIA CESARE BATTISTI, 4|CUNEO|PIEMONTE|0040350002|CN|Attivo|201516.0|NO|NO|NO|Non classificato a rischio|NO|SI|NO|1965|Informazione assente|-|Informazione assente|2.0|495,00|312,00|1.391,00
NORD OVEST|CNMM161008|CNEE70202R|CPIA 6 CUNEO - SALUZZO|"SALUZZO ""CASA DI RECLUSIONE"""|SALUZZO|SCUOLA PRIMARIA|Non Disponibile|CUNEO|PIEMONTE|||||||||||||||||||
NORD OVEST|CNIC81600C|CNAA81604C|CORTEMILIA-SALICETO|LEVICE-CAPOLUOGO|LEVICE|SCUOLA INFANZIA|VIA VITTORIO VENETO 16|CUNEO|PIEMONTE|0041090001|CN|Attivo|201516.0|SI|NO|SI|Non classificato a rischio|NO|NO|SI|-|tra il 1900 e il 1920|1970|Informazione assente|3.0|200,00|-|1.200,00
NORD OVEST|CNIC82300G|CNAA82302D|GOVONE|GOVONE|GOVONE|SCUOLA INFANZIA|LOCALITA' MARTORIANA 2/A|CUNEO|PIEMONTE|0040990002|CN|Attivo|201516.0|SI|NO|NO|Non classificato a rischio|NO|SI|NO|1997|Informazione assente|-|Informazione assente|3.0|16.609,00|14.880,00|8.076,00
NORD OVEST|CNIC82300G|CNAA82303E|GOVONE|MAGLIANO ALFIERI-FRAZ.S.ANTONIO|MAGLIANO ALFIERI|SCUOLA INFANZIA|VIA IV NOVEMBRE, 44 D|CUNEO|PIEMONTE|0041130005|CN|Attivo|201516.0|NO|SI|NO|Non classificato a rischio|SI|SI|NO|2013|Informazione assente|-|Informazione assente|1.0|4.015,00|2.925,00|3.381,00
NORD OVEST|CNIC82300G|CNAA82304G|GOVONE|SAN G.BENEDETTO COTTOLENGO|PRIOCCA|SCUOLA INFANZIA|CORSO REGINA MARGHERITA, 21|CUNEO|PIEMONTE|0041760003|CN|Attivo|201516.0|NO|NO|SI|Non classificato a rischio|NO|NO|SI|-|tra il 1900 e il 1920|2002|Informazione assente|3.0|1.250,00|-|5.500,00
NORD OVEST|CNIC83100E|CNEE83102N|MORETTA|MONASTEROLO SAVIGLIANO CAPOL.|MONASTEROLO DI SAVIGLIANO|SCUOLA PRIMARIA|VIA  PELLICO N. 1|CUNEO|PIEMONTE|0041280002|CN|Attivo|201516.0|NO|NO|NO|Non Comunicato|-|SI|NO|1976|Informazione assente|-|Informazione assente|1.0|3.000,00|2.400,00|2.610,00
NORD OVEST|CNIC83100E|CNEE83103P|MORETTA|VILLANOVA SOLARO - CAPOLUOGO|VILLANOVA SOLARO|SCUOLA PRIMARIA|P.ZZA VITTORIO EMANUELE N. 8|CUNEO|PIEMONTE|0042460002|CN|Attivo|201516.0|NO|NO|NO|Non Comunicato|NO|SI|NO|1963|Informazione assente|-|Informazione assente|3.0|900,00|350,00|900,00
NORD OVEST|CNIC82300G|CNIC82300G|GOVONE|GOVONE|GOVONE|ISTITUTO COMPRENSIVO|PIAZZA ROMA 1|CUNEO|PIEMONTE|||||||||||||||||||
NORD OVEST|CNIC82400B|CNIC82400B|SANTO STEFANO BELBO|SANTO STEFANO BELBO|SANTO STEFANO BELBO|ISTITUTO COMPRENSIVO|VIA MONTEGRAPPA 6|CUNEO|PIEMONTE|||||||||||||||||||
NORD OVEST|CNIS019004|CNIS019004|"ALBA - ""L. EINAUDI"""|"ALBA - ""L. EINAUDI"""|ALBA|ISTITUTO SUPERIORE|VIA        P.  FERRERO 20|CUNEO|PIEMONTE|||||||||||||||||||
NORD OVEST|CNIC833006|CNEE83303A|BARGE|BARGE-FRAZ.CROCERA|BARGE|SCUOLA PRIMARIA|VIA CUNEO 15/A|CUNEO|PIEMONTE|0040120010|CN|Attivo|201516.0|NO|NO|NO|Rischio bassa sismicità (S=6)|NO|SI|NO|1976|Informazione assente|-|Informazione assente|3.0|2.178,00|1.893,00|3.477,00
NORD OVEST|CNIC825007|CNIC825007|CHERASCO - S. TARICCO|CHERASCO - S. TARICCO|CHERASCO|ISTITUTO COMPRENSIVO|VIA BEATO AMEDEO, 18|CUNEO|PIEMONTE|||||||||||||||||||
NORD OVEST|CNIC80200E|CNEE80201L|MOROZZO|BEINETTE - CAPOLUOGO|BEINETTE|SCUOLA PRIMARIA|VIA VITTORIO VENETO 9|CUNEO|PIEMONTE|0040160002|CN|Attivo|201516.0|NO|NO|SI|Non Comunicato|NO|SI|NO|-|tra il 1921 e il 1945|-|Informazione assente|3.0|1.600,00|825,00|6.820,00
NORD OVEST|CNIC80200E|CNEE80202N|MOROZZO|CASTELLETTO STURA - CAPOL.|CASTELLETTO STURA|SCUOLA PRIMARIA|VIA CUNEO 2|CUNEO|PIEMONTE|0040490001|CN|Attivo|201516.0|NO|NO|SI|Non Comunicato|-|SI|NO|-|tra il 1921 e il 1945|-|Informazione assente|3.0|10.000,00|9.449,00|6.267,00
NORD OVEST|CNIC80200E|CNEE80203P|MOROZZO|MARGARITA-CAPOLUOGO|MARGARITA|SCUOLA PRIMARIA|PIAZZA MARCONI, 3|CUNEO|PIEMONTE|0041180001|CN|Attivo|201516.0|NO|NO|SI|Rischio bassa sismicità (S=6)|NO|SI|NO|1960|Informazione assente|-|Informazione assente|4.0|1.260,00|968,00|3.130,00
NORD OVEST|CNIC85000X|CNAA85002T|BUSCA GIOSUE CARDUCCI|BUSCA-FRAZ.CASTELLETTO|BUSCA|SCUOLA INFANZIA|Non Disponibile|CUNEO|PIEMONTE|0040340008|CN|Attivo|201516.0|NO|NO|SI|Rischio bassa sismicità (S=6)|NO|SI|NO|1930|Informazione assente|-|Informazione assente|3.0|1.400,00|1.130,00|2.430,00
NORD OVEST|CNIC81000D|CNMM81002G|ROBILANTE|ROBILANTE SS ROCCAVIONE|ROCCAVIONE|SCUOLA PRIMO GRADO|PIAZZA DON G.B. CHESTA N. 4|CUNEO|PIEMONTE|0041920001|CN|Attivo|201516.0|NO|NO|NO|Rischio bassa sismicità (S=6)|NO|SI|NO|1985|Informazione assente|-|Informazione assente|3.0|5.394,00|4.674,00|5.616,00
NORD OVEST|CNIC81000D|CNMM81003L|ROBILANTE|ROBILANTE SS VERNANTE|VERNANTE|SCUOLA PRIMO GRADO|PIAZZA VERMENAGNA, 9|CUNEO|PIEMONTE|0042390003|CN|Attivo|201516.0|NO|SI|NO|Rischio bassa sismicità (S=6)|NO|SI|NO|1963|Informazione assente|-|Informazione assente|3.0|2.000,00|-|7.656,00
NORD OVEST|CNIC81000D|CNMM81004N|ROBILANTE|ROBILANTE SS VALDIERI|VALDIERI|SCUOLA PRIMO GRADO|PIAZZA DELLA RESISTENZA, 1|CUNEO|PIEMONTE|0042330005|CN|Attivo|201516.0|NO|SI|NO|Rischio bassa sismicità (S=6)|NO|SI|NO|1967|Informazione assente|-|Informazione assente|3.0|818,00|100,00|3.193,00
NORD OVEST|CNIC811009|CNMM81101A|SAN MICHELE MONDOVI'|SAN MICHELE MONDOVI'|SAN MICHELE MONDOVI'|SCUOLA PRIMO GRADO|VIA DELLE SCUOLE N.1|CUNEO|PIEMONTE|0042100002|CN|Attivo|201516.0|SI|NO|NO|Non classificato a rischio|NO|SI|NO|-|tra il 1946 e il 1960|-|Informazione assente|3.0|5.296,00|4.100,00|3.800,00
NORD OVEST|CNIC811009|CNMM81102B|SAN MICHELE MONDOVI'|S.MICHELE M.VI' SS VICOFORTE|VICOFORTE|SCUOLA PRIMO GRADO|VIA IMPIANTI SPORTIVI 4|CUNEO|PIEMONTE|0042420005|CN|Attivo|201516.0|SI|NO|NO|Rischio bassa sismicità (S=6)|SI|SI|NO|2011|Informazione assente|-|Informazione assente|2.0|6.000,00|4.270,00|4.380,00
NORD OVEST|CNIS021004|CNIS021004|"SALUZZO -  ""SOLERI-BERTONI"""|"SALUZZO -  ""SOLERI-BERTONI"""|SALUZZO|ISTITUTO SUPERIORE|VIA TRAVERSA DEL QUARTIERE, 2|CUNEO|PIEMONTE|||||||||||||||||||
NORD OVEST|CNIS02200X|CNIS02200X|"ISTRUZIONE SUPERIORE  ""ARIMONDI-EULA"""|"ISTRUZIONE SUPERIORE  ""ARIMONDI-EULA"""|SAVIGLIANO|ISTITUTO SUPERIORE|PIAZZETTA  BARALIS 4/5|CUNEO|PIEMONTE|||||||||||||||||||
NORD OVEST|CNIC83200A|CNEE83201C|"BAGNOLO P.TE ""B. FENOGLIO"""|BAGNOLO PIEMONTE-CAPOLUOGO|BAGNOLO PIEMONTE|SCUOLA PRIMARIA|VIA DON MILANI 9|CUNEO|PIEMONTE|0040090001|CN|Attivo|201516.0|NO|NO|SI|Rischio sismicità medio/alta (S=9)|NO|SI|NO|-|tra il 1921 e il 1945|-|Informazione assente|3.0|2.507,00|1.597,00|9.828,00
NORD OVEST|CNIC846008|CNEE84605E|DOGLIANI|PIOZZO - CAPOLUOGO|PIOZZO|SCUOLA PRIMARIA|VIA LAZARIO N.20|CUNEO|PIEMONTE|||||||||||||||||||
NORD OVEST|CNIC811009|CNAA81105A|SAN MICHELE MONDOVI'|ROBURENT-FRAZ. S.GIACOMO|ROBURENT|SCUOLA INFANZIA|VIA  URANIO  N. 5|CUNEO|PIEMONTE|0041860001|CN|Attivo|201516.0|SI|NO|SI|Non classificato a rischio|NO|NO|SI|1950|Informazione assente|1980|Informazione assente|3.0|725,00|-|785,00
NORD OVEST|CNIC812005|CNAA812012|VILLANOVA MONDOVI'|FRABOSA SOPRANA-CAPOLUOGO|FRABOSA SOPRANA|SCUOLA INFANZIA|VIA ROMA 15|CUNEO|PIEMONTE|0040900002|CN|Attivo|201516.0|NO|SI|SI|Rischio bassa sismicità (S=6)|NO|NO|SI|-|tra il 1800 e il 1899|-|Dal 1976 in poi|2.0|881,00|706,00|635,00
NORD OVEST|CNIC812005|CNAA812023|VILLANOVA MONDOVI'|VILLANOVA MONDOVI'-CAPOLUOGO|VILLANOVA MONDOVI'|SCUOLA INFANZIA|CORSO MARCONI|CUNEO|PIEMONTE|0042450001|CN|Attivo|201516.0|NO|NO|NO|Rischio bassa sismicità (S=6)|SI|NO|SI|-|dal 1976 in poi|-|Informazione assente|1.0|750,00|300,00|2.625,00
NORD OVEST|CNIC812005|CNAA812034|VILLANOVA MONDOVI'|FRABOSA SOTTANA|FRABOSA SOTTANA|SCUOLA INFANZIA|VIA PIAVE|CUNEO|PIEMONTE|0040910001|CN|Attivo|201516.0|NO|NO|NO|Non classificato a rischio|SI|NO|SI|-|tra il 1921 e il 1945|-|Dal 1976 in poi|3.0|770,00|536,00|1.400,00
